PhoneID	CountryCode	CountryPhoneCode	Phone	Formula	Plain Text After Formula
1513	USA	1	(803) 481-5386	(803)+ 481-5386	(803)+ 481-5386
1514	USA	1	(803) 972-4407	(803)+ 972-4407	(803)+ 972-4407
1515	USA	1	(407) 285-0424	(407)+ 285-0424	(407)+ 285-0424
1516	USA	1	(407) 285-0424	(407)+ 285-0424	(407)+ 285-0424
1517	USA	1	(708) 933-0283	(708)+ 933-0283	(708)+ 933-0283
1518	USA	1	(773) 664-3067	(773)+ 664-3067	(773)+ 664-3067
1519	USA	1	(832) 620-9606	(832)+ 620-9606	(832)+ 620-9606
1520	USA	1	(336) 849-0028	(336)+ 849-0028	(336)+ 849-0028
1521	USA	1	(336) 466-0203	(336)+ 466-0203	(336)+ 466-0203
1522	USA	1	(828) 550-3228	(828)+ 550-3228	(828)+ 550-3228
1523	USA	1	(773) 386-3714	(773)+ 386-3714	(773)+ 386-3714
1524	USA	1	(773) 646-3714	(773)+ 646-3714	(773)+ 646-3714
1525	USA	1	(218) 343-2005	(218)+ 343-2005	(218)+ 343-2005
1526	USA	1	(952) 465-1668	(952)+ 465-1668	(952)+ 465-1668
1527	USA	1	(713) 349-3397	(713)+ 349-3397	(713)+ 349-3397
1528	USA	1	(412) 916-0300	(412)+ 916-0300	(412)+ 916-0300
1529	USA	1	(919) 879-4031	(919)+ 879-4031	(919)+ 879-4031
1530	USA	1	(361) 906-7530	(361)+ 906-7530	(361)+ 906-7530
1531	USA	1	(361) 248-4204	(361)+ 248-4204	(361)+ 248-4204
1532	USA	1	(207) 332-8773	(207)+ 332-8773	(207)+ 332-8773
1533	USA	1	(207) 429-6945	(207)+ 429-6945	(207)+ 429-6945
1534	USA	1	(305) 630-3482	(305)+ 630-3482	(305)+ 630-3482
1535	USA	1	(305) 746-8105	(305)+ 746-8105	(305)+ 746-8105
1536	USA	1	(601) 529-1634	(601)+ 529-1634	(601)+ 529-1634
1537	USA	1	(601) 529-1060	(601)+ 529-1060	(601)+ 529-1060
1538	USA	1	(786) 973-3293	(786)+ 973-3293	(786)+ 973-3293
1539	USA	1	(786) 253-1728	(786)+ 253-1728	(786)+ 253-1728
1540	USA	1	(407) 536-1597	(407)+ 536-1597	(407)+ 536-1597
1541	USA	1	(407) 201-8616	(407)+ 201-8616	(407)+ 201-8616
1542	USA	1	(304) 833-6101	(304)+ 833-6101	(304)+ 833-6101
1543	USA	1	(304) 590-4129	(304)+ 590-4129	(304)+ 590-4129
1544	USA	1	(276) 979-1969	(276)+ 979-1969	(276)+ 979-1969
1546	USA	1	(770) 658-4070	(770)+ 658-4070	(770)+ 658-4070
1547	USA	1	(404) 425-0054	(404)+ 425-0054	(404)+ 425-0054
1548	USA	1	(404) 933-4944	(404)+ 933-4944	(404)+ 933-4944
1549	USA	1	(970) 685-0258	(970)+ 685-0258	(970)+ 685-0258
1550	USA	1	(336) 648-9959	(336)+ 648-9959	(336)+ 648-9959
1551	USA	1	(606) 297-9411	(606)+ 297-9411	(606)+ 297-9411
